user_id,age,gender,city,area,registration_date,membership_type,acquisition_channel
U02753,40,Male,Bengaluru,Yelahanka,2026-07-28,Basic,Google
U02754,33,Male,Bengaluru,Whitefield,2026-03-10,Basic,College/Community
U02755,29,Male,Chennai,Velachery,2025-02-12,Basic,College/Community
U02756,31,Male,Bengaluru,Yelahanka,2025-03-09,Basic,Instagram
U02757,41,Female,Hyderabad,Madhapur,2026-01-15,Basic,Instagram
U02758,35,Male,Chennai,T Nagar,2025-07-31,Basic,Google
U02759,44,Male,Mumbai,Powai,2025-07-22,Premium,YouTube
U02760,45,Female,Bengaluru,Indiranagar,2025-04-19,Basic,Referral
U02761,35,Male,Bengaluru,Koramangala,2025-10-11,Basic,Referral
U02762,33,Male,Bengaluru,HSR Layout,2025-08-13,Basic,Referral
U02763,37,Male,Mumbai,Borivali,2025-04-28,Premium,Instagram
U02764,33,Female,Hyderabad,Madhapur,2025-12-06,Basic,Referral
U02765,30,Female,Bengaluru,Indiranagar,2025-10-08,Basic,Other
U02766,43,Male,Chennai,Velachery,2026-05-06,Basic,Instagram
U02767,26,Female,Hyderabad,Madhapur,2025-01-19,Basic,Referral
U02768,43,Female,Bengaluru,HSR Layout,2025-06-24,Basic,Google
U02769,45,Male,Hyderabad,Kukatpally,2026-04-14,Basic,Referral
U02770,26,Female,Mumbai,Bandra,2025-05-22,Premium,Referral
U02771,30,Male,Bengaluru,Koramangala,2026-04-08,Basic,Referral
U02772,21,Female,Bengaluru,Jayanagar,2025-10-25,Basic,College/Community
U02773,26,Male,Pune,Wakad,2026-04-15,Premium,Google
U02774,32,Female,Hyderabad,Gachibowli,2026-01-08,Basic,Referral
U02775,31,Male,Hyderabad,Kondapur,2026-04-13,Pro,Instagram
U02776,36,Female,Hyderabad,Madhapur,2026-03-14,Basic,YouTube
U02777,29,Male,Bengaluru,Yelahanka,2026-03-19,Premium,Google
U02778,38,Female,Bengaluru,Indiranagar,2026-04-01,Premium,College/Community
U02779,43,Male,Hyderabad,Gachibowli,2025-09-05,Basic,Google
U02780,42,Female,Bengaluru,HSR Layout,2025-05-22,Pro,Instagram
U02781,23,Female,Bengaluru,Jayanagar,2026-02-06,Basic,Instagram
U02782,20,Male,Pune,Hinjewadi,2025-08-10,Premium,Other
U02783,43,Female,Chennai,Adyar,2025-07-03,Basic,Google
U02784,42,Male,Pune,Hinjewadi,2025-12-30,Basic,Instagram
U02785,39,Female,Pune,Kothrud,2025-07-07,Basic,Instagram
U02786,37,Female,Bengaluru,Marathahalli,2025-04-23,Basic,Google
U02787,33,Male,Chennai,Anna Nagar,2025-06-30,Basic,Instagram
U02788,37,Female,Bengaluru,Whitefield,2025-07-18,Basic,Referral
U02789,41,Male,Chennai,Velachery,2025-03-11,Premium,Instagram
U02790,40,Male,Chennai,T Nagar,2026-08-21,Basic,Referral
U02791,34,Female,Mumbai,Thane,2026-04-30,Basic,Instagram
U02792,33,Female,Chennai,OMR,2026-02-03,Premium,Google
U02793,23,Male,Hyderabad,Madhapur,2026-07-05,Basic,Referral
U02794,25,Male,Bengaluru,Yelahanka,2025-01-10,Basic,Instagram
U02795,36,Female,Hyderabad,Kondapur,2025-01-03,Basic,Google
U02796,42,Male,Hyderabad,Gachibowli,2026-04-23,Basic,Google
U02797,43,Female,Bengaluru,Whitefield,2025-03-08,Basic,Instagram
U02798,19,Female,Mumbai,Borivali,2025-04-07,Pro,Referral
U02799,31,Male,Chennai,Adyar,2026-06-15,Basic,Referral
U02800,39,Male,Bengaluru,Whitefield,2025-11-14,Basic,Referral
U02801,29,Male,Pune,Wakad,2025-04-08,Basic,Instagram
U02802,34,Male,Chennai,Velachery,2025-02-26,Basic,Google
U02803,45,Female,Chennai,Anna Nagar,2025-04-17,Basic,Instagram
U02804,44,Female,Chennai,Velachery,2025-03-29,Basic,Referral
U02805,32,Female,Hyderabad,Madhapur,2026-01-06,Basic,Google
U02806,35,Male,Chennai,Velachery,2026-01-10,Basic,Google
U02807,33,Male,Pune,Kothrud,2025-02-21,Premium,YouTube
U02808,30,Female,Bengaluru,Indiranagar,2025-02-10,Basic,Instagram
U02809,38,Female,Hyderabad,Gachibowli,2025-04-01,Basic,Other
U02810,34,Female,Mumbai,Andheri,2025-02-08,Premium,Instagram
U02811,25,Male,Bengaluru,Marathahalli,2025-01-13,Basic,YouTube
U02812,18,Female,Mumbai,Borivali,2025-04-14,Premium,Google
U02813,42,Male,Mumbai,Bandra,2025-02-12,Premium,College/Community
U02814,43,Female,Bengaluru,Yelahanka,2025-07-28,Basic,Instagram
U02815,44,Female,Hyderabad,Banjara Hills,2026-08-23,Basic,Google
U02816,20,Female,Pune,Viman Nagar,2026-04-21,Pro,Google
U02817,33,Male,Hyderabad,Kondapur,2025-04-19,Premium,Other
U02818,45,Female,Bengaluru,HSR Layout,2026-07-13,Pro,Other
U02819,19,Male,Bengaluru,Marathahalli,2025-08-02,Basic,Instagram
U02820,32,Female,Bengaluru,Electronic City,2026-02-13,Basic,Referral
U02821,18,Male,Chennai,Adyar,2026-07-07,Pro,Referral
U02822,26,Male,Bengaluru,HSR Layout,2025-03-18,Basic,Instagram
U02823,33,Male,Mumbai,Andheri,2025-04-05,Pro,Instagram
U02824,21,Female,Bengaluru,Electronic City,2025-09-26,Basic,Other
U02825,29,Male,Bengaluru,Whitefield,2025-12-27,Pro,Google
U02826,18,Female,Pune,Hinjewadi,2026-06-14,Basic,Instagram
U02827,18,Female,Mumbai,Borivali,2025-06-11,Basic,Instagram
U02828,24,Female,Bengaluru,HSR Layout,2026-04-10,Premium,Google
U02829,35,Male,Hyderabad,Kukatpally,2026-07-18,Basic,Referral
U02830,40,Female,Bengaluru,Yelahanka,2026-07-02,Basic,Google
U02831,45,Male,Hyderabad,Kondapur,2025-07-06,Basic,Google
U02832,40,Male,Mumbai,Thane,2025-02-21,Premium,Instagram
U02833,32,Male,Bengaluru,Whitefield,2026-05-03,Pro,Google
U02834,43,Male,Bengaluru,Jayanagar,2026-06-15,Basic,Instagram
U02835,42,Male,Bengaluru,Marathahalli,2026-01-31,Basic,College/Community
U02836,30,Male,Chennai,T Nagar,2025-04-02,Basic,Instagram
U02837,33,Male,Chennai,Anna Nagar,2025-12-23,Premium,YouTube
U02838,24,Male,Bengaluru,Yelahanka,2025-05-24,Basic,Google
U02839,33,Male,Pune,Baner,2025-07-18,Basic,Referral
U02840,30,Male,Bengaluru,Whitefield,2025-11-19,Basic,Google
U02841,31,Female,Bengaluru,HSR Layout,2025-11-28,Basic,YouTube
U02842,34,Male,Pune,Baner,2025-09-21,Premium,College/Community
U02843,29,Male,Chennai,T Nagar,2025-08-05,Basic,Google
U02844,41,Female,Chennai,OMR,2026-07-10,Basic,Instagram
U02845,41,Male,Hyderabad,Banjara Hills,2026-03-10,Basic,YouTube
U02846,37,Male,Bengaluru,HSR Layout,2026-04-05,Premium,Instagram
U02847,30,Male,Pune,Baner,2026-05-18,Basic,Referral
U02848,41,Female,Bengaluru,HSR Layout,2026-04-14,Basic,Instagram
U02849,37,Female,Hyderabad,Kondapur,2026-01-01,Basic,Referral
U02850,32,Female,Bengaluru,Jayanagar,2025-08-27,Premium,Referral
U02851,41,Other,Mumbai,Borivali,2026-08-04,Basic,Instagram
U02852,38,Female,Bengaluru,Koramangala,2026-07-15,Basic,Referral
U02853,21,Female,Bengaluru,HSR Layout,2026-01-31,Basic,Google
U02854,39,Female,Chennai,Anna Nagar,2026-01-30,Basic,Instagram
U02855,19,Male,Bengaluru,Koramangala,2025-03-16,Pro,Google
U02856,45,Male,Hyderabad,Kukatpally,2025-04-08,Basic,Referral
U02857,35,Male,Bengaluru,Yelahanka,2026-01-18,Pro,Instagram
U02858,19,Male,Bengaluru,Yelahanka,2026-01-05,Basic,Other
U02859,42,Female,Bengaluru,Indiranagar,2025-10-12,Basic,Referral
U02860,32,Male,Bengaluru,Electronic City,2025-09-13,Basic,Instagram
U02861,43,Female,Pune,Kothrud,2025-11-05,Pro,College/Community
U02862,36,Male,Bengaluru,Jayanagar,2025-06-25,Basic,Google
U02863,32,Male,Chennai,Anna Nagar,2025-08-16,Premium,Referral
U02864,43,Female,Hyderabad,Gachibowli,2025-12-13,Basic,Google
U02865,37,Male,Hyderabad,Kondapur,2025-12-08,Basic,YouTube
U02866,27,Male,Hyderabad,Kondapur,2025-08-27,Premium,YouTube
U02867,45,Male,Hyderabad,Madhapur,2025-12-16,Pro,Referral
U02868,41,Male,Pune,Wakad,2026-03-31,Basic,Instagram
U02869,37,Male,Bengaluru,Jayanagar,2026-03-17,Premium,Google
U02870,28,Female,Bengaluru,Indiranagar,2026-08-11,Basic,Google
U02871,43,Male,Chennai,Anna Nagar,2026-05-30,Basic,Instagram
U02872,27,Male,Chennai,OMR,2025-03-22,Basic,Google
U02873,40,Male,Chennai,Velachery,2025-12-27,Basic,YouTube
U02874,22,Male,Bengaluru,Indiranagar,2025-10-15,Basic,College/Community
U02875,26,Male,Pune,Wakad,2025-01-08,Basic,Google
U02876,37,Male,Hyderabad,Gachibowli,2025-03-28,Pro,Instagram
U02877,36,Female,Hyderabad,Madhapur,2025-10-13,Premium,College/Community
U02878,30,Female,Bengaluru,Koramangala,2026-02-03,Basic,College/Community
U02879,35,Male,Hyderabad,Kukatpally,2025-03-15,Pro,Google
U02880,34,Male,Bengaluru,Yelahanka,2026-03-15,Basic,Instagram
U02881,44,Male,Bengaluru,HSR Layout,2025-05-03,Basic,YouTube
U02882,23,Male,Pune,Hinjewadi,2026-01-12,Premium,YouTube
U02883,27,Male,Bengaluru,Koramangala,2025-05-23,Basic,Instagram
U02884,19,Female,Bengaluru,Yelahanka,2025-06-07,Premium,Referral
U02885,41,Female,Bengaluru,Electronic City,2026-03-06,Basic,Referral
U02886,23,Male,Chennai,OMR,2026-03-24,Basic,Google
U02887,45,Female,Hyderabad,Kondapur,2026-02-14,Basic,YouTube
U02888,45,Male,Bengaluru,Marathahalli,2026-01-06,Pro,Google
U02889,38,Female,Pune,Kothrud,2025-04-19,Premium,YouTube
U02890,30,Female,Pune,Hinjewadi,2025-02-05,Premium,Referral
U02891,35,Female,Bengaluru,Yelahanka,2025-03-31,Basic,Instagram
U02892,24,Male,Mumbai,Bandra,2026-02-19,Basic,Referral
U02893,19,Male,Pune,Baner,2025-10-23,Premium,YouTube
U02894,31,Male,Mumbai,Bandra,2025-02-15,Basic,Other
U02895,22,Male,Bengaluru,Jayanagar,2026-05-03,Basic,Google
U02896,35,Male,Pune,Baner,2025-06-19,Premium,Instagram
U02897,28,Male,Hyderabad,Banjara Hills,2025-05-26,Basic,Other
U02898,27,Male,Bengaluru,Yelahanka,2026-02-24,Basic,Referral
U02899,28,Female,Hyderabad,Kondapur,2026-07-27,Premium,Other
U02900,44,Male,Bengaluru,Jayanagar,2025-01-03,Premium,Instagram
U02901,19,Female,Bengaluru,Koramangala,2026-08-17,Premium,Google
U02902,32,Male,Pune,Viman Nagar,2025-09-20,Basic,Instagram
U02903,24,Female,Bengaluru,Koramangala,2025-11-17,Basic,College/Community
U02904,26,Male,Bengaluru,Whitefield,2026-07-30,Premium,College/Community
U02905,22,Male,Hyderabad,Madhapur,2025-09-03,Premium,Referral
U02906,24,Female,Bengaluru,Electronic City,2026-08-12,Basic,Instagram
U02907,37,Male,Chennai,T Nagar,2026-04-22,Pro,Instagram
U02908,19,Male,Bengaluru,HSR Layout,2025-09-16,Pro,Referral
U02909,20,Male,Bengaluru,Marathahalli,2025-04-03,Basic,Referral
U02910,19,Male,Bengaluru,Indiranagar,2026-06-17,Premium,YouTube
U02911,38,Male,Bengaluru,Marathahalli,2026-07-28,Basic,Google
U02912,39,Male,Bengaluru,HSR Layout,2025-12-05,Basic,Google
U02913,40,Female,Mumbai,Andheri,2025-09-17,Basic,Instagram
U02914,36,Female,Chennai,OMR,2025-08-25,Basic,Referral
U02915,21,Male,Bengaluru,Electronic City,2025-05-21,Pro,Google
U02916,41,Female,Mumbai,Thane,2026-04-25,Premium,College/Community
U02917,37,Male,Mumbai,Powai,2026-08-02,Premium,Referral
U02918,24,Male,Pune,Hinjewadi,2025-12-16,Basic,Google
U02919,45,Male,Hyderabad,Banjara Hills,2026-07-24,Basic,Google
U02920,39,Female,Bengaluru,Whitefield,2025-05-10,Basic,College/Community
U02921,24,Male,Bengaluru,Jayanagar,2026-06-21,Basic,Instagram
U02922,34,Female,Mumbai,Andheri,2025-01-11,Basic,Google
U02923,36,Male,Pune,Baner,2025-09-14,Basic,Other
U02924,39,Female,Bengaluru,Electronic City,2026-01-04,Basic,Referral
U02925,33,Female,Bengaluru,Yelahanka,2026-01-29,Basic,Referral
U02926,20,Male,Chennai,Adyar,2026-08-16,Basic,Instagram
U02927,32,Female,Pune,Viman Nagar,2026-02-23,Basic,College/Community
U02928,31,Male,Chennai,Velachery,2025-01-19,Premium,Instagram
U02929,32,Male,Pune,Baner,2025-04-20,Basic,Instagram
U02930,31,Male,Bengaluru,Koramangala,2026-03-13,Basic,Instagram
U02931,24,Male,Hyderabad,Madhapur,2026-05-20,Premium,Instagram
U02932,42,Female,Mumbai,Andheri,2025-02-03,Pro,Other
U02933,20,Male,Bengaluru,Indiranagar,2025-10-15,Premium,Referral
U02934,34,Male,Hyderabad,Madhapur,2025-09-12,Basic,Referral
U02935,27,Male,Mumbai,Borivali,2025-05-14,Basic,Other
U02936,32,Male,Bengaluru,Marathahalli,2026-05-14,Pro,Instagram
U02937,23,Male,Pune,Wakad,2026-02-01,Premium,Instagram
U02938,45,Female,Hyderabad,Madhapur,2026-05-02,Basic,Referral
U02939,34,Female,Chennai,OMR,2026-08-21,Basic,Referral
U02940,34,Male,Bengaluru,HSR Layout,2026-08-10,Basic,Referral
U02941,31,Male,Bengaluru,Jayanagar,2025-08-01,Basic,Instagram
U02942,41,Male,Mumbai,Andheri,2025-12-16,Basic,Google
U02943,42,Female,Bengaluru,Electronic City,2025-01-19,Basic,Google
U02944,35,Male,Mumbai,Bandra,2025-04-29,Pro,Google
U02945,42,Male,Pune,Baner,2025-10-29,Basic,Instagram
U02946,22,Female,Bengaluru,Indiranagar,2025-10-12,Premium,Google
U02947,25,Male,Hyderabad,Madhapur,2025-08-15,Basic,Google
U02948,24,Male,Hyderabad,Gachibowli,2026-05-22,Basic,Google
U02949,40,Female,Bengaluru,Whitefield,2026-05-16,Basic,Other
U02950,21,Male,Chennai,Velachery,2025-07-31,Premium,Other
U02951,35,Male,Pune,Hinjewadi,2025-12-22,Basic,Referral
U02952,22,Male,Mumbai,Andheri,2026-05-02,Basic,Other
U02953,33,Male,Mumbai,Bandra,2025-11-17,Premium,Other
U02954,31,Male,Hyderabad,Madhapur,2025-08-11,Basic,Google
U02955,44,Female,Chennai,T Nagar,2026-07-17,Pro,Google
U02956,44,Male,Mumbai,Bandra,2025-07-10,Pro,Other
U02957,36,Female,Mumbai,Andheri,2026-05-15,Pro,Referral
U02958,31,Male,Pune,Wakad,2026-05-10,Basic,Instagram
U02959,26,Male,Bengaluru,Marathahalli,2025-08-25,Basic,YouTube
U02960,23,Male,Pune,Viman Nagar,2025-01-22,Pro,Instagram
U02961,34,Male,Bengaluru,Koramangala,2025-11-23,Basic,Google
U02962,36,Male,Bengaluru,Yelahanka,2026-06-29,Basic,Instagram
U02963,29,Male,Bengaluru,Jayanagar,2025-05-07,Premium,Instagram
U02964,21,Male,Chennai,T Nagar,2025-12-31,Basic,Instagram
U02965,33,Male,Pune,Wakad,2025-02-13,Premium,College/Community
U02966,42,Female,Mumbai,Thane,2026-06-03,Premium,Google
U02967,28,Male,Mumbai,Thane,2025-05-08,Premium,Instagram
U02968,39,Male,Hyderabad,Kukatpally,2025-05-10,Basic,Instagram
U02969,21,Male,Chennai,T Nagar,2026-06-13,Basic,Referral
U02970,34,Male,Hyderabad,Madhapur,2025-11-17,Basic,Other
U02971,25,Female,Bengaluru,Indiranagar,2025-07-05,Basic,Instagram
U02972,31,Male,Bengaluru,Koramangala,2025-12-14,Basic,Instagram
U02973,44,Male,Pune,Kothrud,2026-04-26,Basic,Google
U02974,19,Male,Mumbai,Powai,2026-08-10,Basic,Referral
U02975,28,Female,Bengaluru,Marathahalli,2025-12-27,Basic,Google
U02976,28,Male,Bengaluru,Marathahalli,2025-10-14,Premium,Google
U02977,41,Male,Pune,Viman Nagar,2025-07-01,Basic,Google
U02978,39,Male,Bengaluru,Jayanagar,2026-03-27,Basic,Google
U02979,41,Male,Mumbai,Andheri,2025-04-07,Premium,College/Community
U02980,23,Male,Chennai,OMR,2026-07-17,Premium,Instagram
U02981,38,Female,Hyderabad,Banjara Hills,2025-11-10,Basic,Instagram
U02982,38,Female,Bengaluru,Whitefield,2026-06-30,Premium,College/Community
U02983,31,Male,Mumbai,Bandra,2025-01-21,Basic,College/Community
U02984,27,Male,Pune,Baner,2026-07-30,Basic,Instagram
U02985,43,Male,Hyderabad,Madhapur,2026-05-12,Pro,Other
U02986,44,Male,Chennai,Anna Nagar,2026-02-07,Pro,YouTube
U02987,25,Female,Bengaluru,Koramangala,2025-05-04,Basic,Google
U02988,24,Male,Hyderabad,Gachibowli,2025-04-29,Premium,Google
U02989,25,Female,Mumbai,Bandra,2026-08-13,Premium,Google
U02990,45,Male,Pune,Hinjewadi,2026-04-22,Pro,Instagram
U02991,25,Female,Bengaluru,Jayanagar,2025-04-13,Basic,Google
U02992,40,Male,Pune,Wakad,2025-11-29,Basic,Referral
U02993,19,Male,Hyderabad,Kondapur,2026-04-04,Basic,College/Community
U02994,44,Male,Bengaluru,HSR Layout,2025-05-10,Basic,Google
U02995,33,Female,Bengaluru,Electronic City,2025-05-14,Basic,Google
U02996,26,Male,Pune,Baner,2025-06-06,Premium,Google
U02997,30,Female,Bengaluru,Koramangala,2026-03-01,Premium,Referral
U02998,40,Female,Bengaluru,Yelahanka,2026-03-11,Premium,YouTube
U02999,29,Female,Bengaluru,HSR Layout,2026-01-24,Basic,Google
U03000,44,Female,Pune,Viman Nagar,2025-11-14,Basic,Referral
U03001,39,Female,Mumbai,Andheri,2026-05-20,Basic,Google
U03002,42,Female,Pune,Kothrud,2025-07-09,Basic,YouTube
U03003,34,Male,Bengaluru,HSR Layout,2026-02-15,Pro,Instagram
U03004,44,Female,Mumbai,Thane,2025-02-21,Basic,Google
U03005,19,Female,Hyderabad,Madhapur,2026-07-15,Premium,Google
U03006,30,Male,Pune,Wakad,2026-03-22,Basic,College/Community
U03007,18,Female,Chennai,Anna Nagar,2026-03-20,Basic,Referral
U03008,43,Male,Bengaluru,Whitefield,2026-01-17,Premium,Other
U03009,45,Male,Mumbai,Thane,2026-01-09,Basic,Instagram
U03010,36,Male,Bengaluru,Electronic City,2026-07-20,Basic,Google
U03011,28,Male,Hyderabad,Gachibowli,2026-01-10,Basic,Google
U03012,22,Female,Bengaluru,Electronic City,2026-01-24,Premium,Referral
U03013,18,Female,Bengaluru,HSR Layout,2026-04-24,Pro,College/Community
U03014,37,Female,Bengaluru,Yelahanka,2026-02-08,Premium,College/Community
U03015,30,Female,Mumbai,Borivali,2026-08-16,Pro,YouTube
U03016,25,Male,Bengaluru,Marathahalli,2026-04-13,Premium,Referral
U03017,23,Male,Mumbai,Thane,2026-08-20,Premium,Other
U03018,34,Male,Bengaluru,Koramangala,2026-05-20,Basic,Google
U03019,29,Female,Bengaluru,HSR Layout,2025-03-24,Basic,College/Community
U03020,18,Male,Pune,Wakad,2025-11-15,Basic,Other
U03021,20,Other,Bengaluru,Koramangala,2025-03-08,Premium,Referral
U03022,31,Female,Hyderabad,Kondapur,2026-02-18,Basic,YouTube
U03023,43,Female,Mumbai,Andheri,2026-03-29,Basic,Google
U03024,25,Male,Bengaluru,Electronic City,2025-07-17,Pro,Instagram
U03025,28,Male,Bengaluru,Indiranagar,2025-09-16,Basic,Referral
U03026,44,Female,Bengaluru,Electronic City,2025-10-25,Pro,Instagram
U03027,31,Female,Chennai,Adyar,2025-10-07,Premium,Google
U03028,25,Male,Mumbai,Bandra,2025-10-27,Basic,College/Community
U03029,20,Female,Mumbai,Thane,2025-05-09,Premium,Instagram
U03030,24,Female,Mumbai,Andheri,2026-05-13,Premium,Instagram
U03031,45,Male,Bengaluru,Electronic City,2026-03-14,Basic,Referral
U03032,36,Male,Bengaluru,Koramangala,2025-10-19,Premium,Google
U03033,21,Male,Pune,Hinjewadi,2025-07-26,Premium,Google
U03034,42,Male,Bengaluru,Koramangala,2025-10-21,Basic,Google
U03035,33,Female,Bengaluru,Whitefield,2025-01-29,Basic,Instagram
U03036,30,Male,Bengaluru,Yelahanka,2025-06-28,Basic,Instagram
U03037,37,Female,Hyderabad,Kukatpally,2025-02-10,Basic,College/Community
U03038,36,Female,Chennai,OMR,2026-04-15,Basic,Instagram
U03039,22,Male,Bengaluru,Koramangala,2025-07-11,Premium,Google
U03040,40,Male,Hyderabad,Kondapur,2025-12-10,Basic,Other
U03041,22,Male,Bengaluru,Whitefield,2025-10-05,Premium,College/Community
U03042,37,Male,Chennai,Adyar,2025-12-21,Basic,Instagram
U03043,41,Male,Bengaluru,Electronic City,2026-06-13,Basic,Referral
U03044,21,Female,Bengaluru,Electronic City,2025-03-27,Premium,YouTube
U03045,19,Male,Mumbai,Powai,2025-11-13,Premium,YouTube
U03046,43,Male,Mumbai,Andheri,2025-12-03,Basic,YouTube
U03047,30,Male,Hyderabad,Gachibowli,2025-05-25,Basic,Google
U03048,33,Male,Bengaluru,Electronic City,2025-11-11,Premium,Instagram
U03049,39,Male,Bengaluru,Electronic City,2025-08-13,Basic,Google
U03050,19,Female,Bengaluru,Koramangala,2026-02-27,Basic,Referral
U03051,36,Male,Bengaluru,Indiranagar,2025-02-23,Basic,Referral
U03052,34,Female,Hyderabad,Gachibowli,2025-03-09,Premium,Instagram
U03053,22,Male,Bengaluru,Koramangala,2025-11-30,Basic,Instagram
U03054,42,Female,Bengaluru,Yelahanka,2025-03-18,Basic,Other
U03055,35,Female,Mumbai,Powai,2026-06-23,Basic,Instagram
U03056,45,Male,Chennai,Anna Nagar,2025-06-04,Pro,Google
U03057,40,Male,Mumbai,Borivali,2025-03-13,Basic,YouTube
U03058,38,Male,Bengaluru,Yelahanka,2026-05-16,Basic,Google
U03059,35,Female,Bengaluru,Marathahalli,2026-03-23,Basic,Instagram
U03060,25,Female,Chennai,T Nagar,2026-07-13,Basic,Google
U03061,44,Male,Bengaluru,Yelahanka,2025-12-25,Premium,Referral
U03062,32,Male,Bengaluru,Indiranagar,2025-10-04,Premium,Google
U03063,30,Female,Hyderabad,Gachibowli,2025-11-09,Premium,College/Community
U03064,30,Other,Mumbai,Bandra,2025-04-15,Premium,Google
U03065,33,Female,Mumbai,Powai,2025-04-05,Pro,Referral
U03066,39,Female,Bengaluru,Whitefield,2025-08-07,Basic,Instagram
U03067,37,Female,Bengaluru,Marathahalli,2025-05-08,Pro,Google
U03068,30,Female,Chennai,Adyar,2025-07-19,Basic,YouTube
U03069,37,Female,Bengaluru,Yelahanka,2025-11-28,Premium,Instagram
U03070,19,Female,Mumbai,Thane,2026-07-01,Basic,Referral
U03071,20,Male,Mumbai,Thane,2025-10-19,Premium,Instagram
U03072,32,Male,Mumbai,Borivali,2025-03-07,Basic,Instagram
U03073,40,Female,Bengaluru,Indiranagar,2026-07-22,Premium,Referral
U03074,36,Male,Bengaluru,Jayanagar,2026-02-08,Pro,YouTube
U03075,30,Male,Hyderabad,Madhapur,2026-08-19,Premium,Instagram
U03076,22,Female,Pune,Baner,2025-05-26,Premium,College/Community
U03077,43,Female,Chennai,Adyar,2026-06-14,Basic,Instagram
U03078,39,Male,Bengaluru,Koramangala,2026-02-06,Basic,Instagram
U03079,23,Female,Bengaluru,Indiranagar,2025-05-05,Pro,Instagram
U03080,31,Female,Chennai,Adyar,2026-05-29,Premium,Instagram
U03081,21,Male,Mumbai,Thane,2025-11-28,Basic,Instagram
U03082,39,Male,Pune,Wakad,2026-04-25,Basic,YouTube
U03083,36,Female,Bengaluru,HSR Layout,2026-02-02,Basic,Referral
U03084,40,Female,Hyderabad,Gachibowli,2025-01-30,Basic,Google
U03085,24,Male,Mumbai,Thane,2025-02-25,Basic,Other
U03086,21,Male,Mumbai,Bandra,2025-05-12,Basic,Google
U03087,19,Male,Bengaluru,Yelahanka,2025-08-19,Basic,Instagram
U03088,44,Female,Bengaluru,Jayanagar,2026-01-30,Basic,Google
U03089,24,Male,Hyderabad,Kondapur,2025-06-01,Basic,Instagram
U03090,20,Male,Bengaluru,Whitefield,2026-05-17,Basic,Referral
U03091,32,Male,Hyderabad,Gachibowli,2026-05-21,Basic,Google
U03092,18,Female,Chennai,Adyar,2026-01-21,Pro,Referral
U03093,19,Male,Bengaluru,Whitefield,2026-06-17,Basic,Referral
U03094,27,Male,Pune,Baner,2026-03-24,Premium,YouTube
U03095,33,Female,Bengaluru,Koramangala,2026-08-03,Pro,YouTube
U03096,42,Male,Mumbai,Thane,2025-05-06,Basic,Instagram
U03097,45,Male,Chennai,Anna Nagar,2026-07-09,Basic,Instagram
U03098,32,Female,Bengaluru,Koramangala,2026-05-04,Basic,Referral
U03099,41,Male,Bengaluru,Koramangala,2026-03-22,Basic,Instagram
U03100,32,Female,Hyderabad,Banjara Hills,2026-04-15,Basic,Instagram
U03101,31,Male,Bengaluru,Indiranagar,2025-12-15,Basic,Referral
U03102,39,Male,Mumbai,Borivali,2026-05-23,Premium,Google
U03103,31,Female,Chennai,OMR,2026-04-02,Basic,YouTube
U03104,23,Male,Hyderabad,Gachibowli,2026-01-20,Pro,Google
U03105,31,Female,Bengaluru,Marathahalli,2026-03-24,Basic,Other
U03106,34,Male,Hyderabad,Madhapur,2025-04-25,Pro,YouTube
U03107,35,Male,Mumbai,Thane,2026-03-28,Basic,Instagram
U03108,37,Female,Bengaluru,Jayanagar,2025-04-29,Basic,Referral
U03109,36,Male,Hyderabad,Banjara Hills,2025-04-03,Basic,Referral
U03110,34,Male,Mumbai,Powai,2026-06-05,Pro,YouTube
U03111,33,Male,Mumbai,Thane,2026-08-08,Basic,Referral
U03112,25,Male,Bengaluru,Marathahalli,2026-06-22,Premium,Referral
U03113,24,Female,Mumbai,Powai,2026-03-09,Premium,Google
U03114,37,Female,Bengaluru,Koramangala,2025-05-25,Premium,Google
U03115,45,Female,Bengaluru,Indiranagar,2025-03-09,Basic,Other
U03116,29,Female,Pune,Kothrud,2025-05-11,Pro,Google
U03117,26,Male,Mumbai,Borivali,2025-10-08,Premium,Instagram
U03118,44,Male,Bengaluru,Marathahalli,2026-07-20,Basic,Instagram
U03119,31,Female,Bengaluru,HSR Layout,2026-05-28,Basic,College/Community
U03120,37,Male,Bengaluru,Electronic City,2025-01-01,Pro,Referral
U03121,18,Male,Bengaluru,Jayanagar,2026-03-08,Pro,YouTube
U03122,27,Female,Bengaluru,Marathahalli,2026-01-26,Basic,College/Community
U03123,34,Male,Bengaluru,Whitefield,2025-09-23,Premium,College/Community
U03124,34,Male,Hyderabad,Gachibowli,2026-02-03,Basic,Referral
U03125,34,Male,Mumbai,Bandra,2025-09-13,Basic,Instagram
U03126,21,Female,Mumbai,Borivali,2026-01-30,Basic,Instagram
U03127,34,Male,Mumbai,Thane,2025-06-23,Basic,Referral
U03128,35,Male,Bengaluru,Jayanagar,2025-02-14,Premium,Google
U03129,37,Female,Chennai,Anna Nagar,2025-05-21,Basic,Referral
U03130,40,Female,Pune,Baner,2026-06-23,Basic,Referral
U03131,19,Female,Pune,Hinjewadi,2025-02-19,Basic,Referral
U03132,25,Male,Pune,Kothrud,2025-03-02,Basic,Instagram
U03133,30,Male,Chennai,OMR,2025-08-31,Pro,Instagram
U03134,40,Male,Hyderabad,Banjara Hills,2025-09-26,Premium,YouTube
U03135,42,Male,Bengaluru,Marathahalli,2025-05-20,Basic,Instagram
