booking_id,user_id,venue_id,booking_date,booking_time,sport,city,area,venue_name,court_type,duration_hours,players_count,booking_amount,discount,final_amount,payment_method,booking_status,cancellation_reason,booking_source,booking_lead_days,rating,booking_hour,month,day_type,weekday,is_cancelled
B015181,U01088,V037,2026-05-24,18:00:00,Basketball,Pune,Viman Nagar,Basketball Arena 037,Indoor,1,3,1100,0,1100,Wallet,Completed,,App,8,3.6,18,May,Weekend,Sunday,0
B015182,U03768,V094,2026-08-17,14:00:00,Badminton,Pune,Kothrud,Badminton Arena 094,Indoor,1,3,750,22,728,Net Banking,Completed,,App,1,4.4,14,August,Weekday,Monday,0
B015183,U03045,V014,2026-05-09,16:30:00,Cricket,Chennai,Velachery,Cricket Arena 014,Indoor,1,11,2100,0,2100,Card,Completed,,Website,12,4.2,16,May,Weekend,Saturday,0
B015184,U02495,V036,2026-01-22,12:30:00,Badminton,Pune,Wakad,Badminton Arena 036,Indoor,1,4,450,14,436,UPI,Completed,,App,13,4.2,12,January,Weekday,Thursday,0
B015185,U04371,V070,2026-02-15,11:00:00,Badminton,Pune,Baner,Badminton Arena 070,Outdoor,1,4,550,0,550,Card,Cancelled,Personal,App,4,,11,February,Weekend,Sunday,1
B015186,U02173,V032,2026-07-09,15:00:00,Badminton,Pune,Baner,Badminton Arena 032,Outdoor,1,1,750,22,728,UPI,Completed,,App,12,4.5,15,July,Weekday,Thursday,0
B015187,U00521,V041,2026-05-31,18:30:00,Badminton,Hyderabad,Gachibowli,Badminton Arena 041,Outdoor,1,1,450,0,450,UPI,Completed,,App,12,3.9,18,May,Weekend,Sunday,0
B015188,U03901,V040,2026-05-29,17:30:00,Table Tennis,Bengaluru,Whitefield,Table Tennis Arena 040,Indoor,2,4,800,0,800,UPI,Completed,,App,13,3.7,17,May,Weekday,Friday,0
B015189,U01130,V032,2026-02-20,17:30:00,Badminton,Pune,Baner,Badminton Arena 032,Outdoor,2,2,1500,0,1500,Card,Completed,,Website,13,3.9,17,February,Weekday,Friday,0
B015190,U02773,V012,2026-05-08,16:30:00,Badminton,Pune,Kothrud,Badminton Arena 012,Outdoor,1,2,500,0,500,UPI,Completed,,App,11,4.3,16,May,Weekday,Friday,0
B015191,U03649,V089,2026-04-05,17:00:00,Badminton,Mumbai,Andheri,Badminton Arena 089,Indoor,1,2,650,20,630,UPI,Completed,,App,2,3.9,17,April,Weekend,Sunday,0
B015192,U02645,V089,2026-02-07,16:30:00,Badminton,Mumbai,Andheri,Badminton Arena 089,Indoor,1,4,650,0,650,Card,Completed,,App,6,3.8,16,February,Weekend,Saturday,0
B015193,U03352,V054,2026-06-05,15:30:00,Badminton,Bengaluru,Jayanagar,Badminton Arena 054,Outdoor,1,4,450,0,450,Wallet,Completed,,App,4,4.7,15,June,Weekday,Friday,0
B015194,U00614,V057,2026-02-13,07:00:00,Table Tennis,Bengaluru,Jayanagar,Table Tennis Arena 057,Outdoor,1,1,350,0,350,Wallet,Completed,,App,6,2.9,7,February,Weekday,Friday,0
B015195,U04268,V008,2026-04-01,19:00:00,Tennis,Hyderabad,Gachibowli,Tennis Arena 008,Outdoor,1,1,650,0,650,Net Banking,Completed,,App,9,3.5,19,April,Weekday,Wednesday,0
B015196,U00006,V042,2026-06-16,21:00:00,Badminton,Bengaluru,Marathahalli,Badminton Arena 042,Outdoor,1,4,700,0,700,Net Banking,Cancelled,Personal,App,7,,21,June,Weekday,Tuesday,1
B015197,U04035,V099,2026-06-19,17:30:00,Badminton,Bengaluru,Marathahalli,Badminton Arena 099,Indoor,1,1,850,0,850,UPI,Cancelled,Venue Issue,App,2,,17,June,Weekday,Friday,1
B015198,U02969,V070,2026-02-11,16:30:00,Badminton,Pune,Baner,Badminton Arena 070,Outdoor,1,3,550,0,550,Net Banking,Completed,,App,8,3.9,16,February,Weekday,Wednesday,0
B015199,U00539,V068,2026-03-01,19:00:00,Badminton,Hyderabad,Madhapur,Badminton Arena 068,Indoor,2,2,1400,0,1400,UPI,Completed,,App,10,3.7,19,March,Weekend,Sunday,0
B015200,U03702,V044,2026-05-06,06:00:00,Table Tennis,Chennai,Velachery,Table Tennis Arena 044,Indoor,1,2,400,0,400,UPI,Completed,,Website,7,4.1,6,May,Weekday,Wednesday,0
B015201,U02520,V099,2026-02-26,12:30:00,Badminton,Bengaluru,Marathahalli,Badminton Arena 099,Indoor,1,4,850,26,824,UPI,Completed,,App,10,3.7,12,February,Weekday,Thursday,0
B015202,U01632,V090,2026-03-18,14:00:00,Badminton,Bengaluru,HSR Layout,Badminton Arena 090,Outdoor,2,2,1200,0,1200,Wallet,Completed,,App,1,4.6,14,March,Weekday,Wednesday,0
B015203,U03797,V031,2026-04-06,10:00:00,Football,Chennai,Anna Nagar,Football Arena 031,Indoor,1,12,1500,0,1500,UPI,Completed,,App,1,3.8,10,April,Weekday,Monday,0
B015204,U01279,V085,2026-01-07,08:00:00,Tennis,Hyderabad,Madhapur,Tennis Arena 085,Outdoor,2,1,1200,0,1200,UPI,Completed,,App,10,5.0,8,January,Weekday,Wednesday,0
B015205,U00556,V088,2026-02-20,21:00:00,Badminton,Chennai,Adyar,Badminton Arena 088,Outdoor,1,4,650,0,650,Wallet,Completed,,App,4,4.3,21,February,Weekday,Friday,0
B015206,U02914,V074,2026-08-13,13:00:00,Cricket,Chennai,Anna Nagar,Cricket Arena 074,Indoor,1,12,1200,0,1200,Wallet,Completed,,App,11,3.6,13,August,Weekday,Thursday,0
B015207,U04701,V007,2026-04-21,17:00:00,Cricket,Bengaluru,Yelahanka,Cricket Arena 007,Indoor,1,7,1500,0,1500,Card,Completed,,App,4,4.9,17,April,Weekday,Tuesday,0
B015208,U04343,V026,2026-08-26,17:00:00,Badminton,Hyderabad,Banjara Hills,Badminton Arena 026,Outdoor,1,1,750,0,750,Card,Completed,,App,11,4.5,17,August,Weekday,Wednesday,0
B015209,U00317,V028,2026-07-24,14:00:00,Badminton,Bengaluru,Indiranagar,Badminton Arena 028,Indoor,1,1,700,0,700,UPI,Completed,,App,4,3.8,14,July,Weekday,Friday,0
B015210,U00754,V002,2026-02-01,18:00:00,Tennis,Mumbai,Thane,Tennis Arena 002,Indoor,1,3,750,0,750,UPI,Completed,,App,12,3.6,18,February,Weekend,Sunday,0
B015211,U03718,V044,2026-01-07,15:00:00,Table Tennis,Chennai,Velachery,Table Tennis Arena 044,Indoor,1,1,400,0,400,Card,Cancelled,Price,App,6,,15,January,Weekday,Wednesday,1
B015212,U03147,V078,2026-03-17,16:00:00,Cricket,Mumbai,Thane,Cricket Arena 078,Indoor,2,10,2900,0,2900,Card,Completed,,App,14,4.3,16,March,Weekday,Tuesday,0
B015213,U02288,V071,2026-06-17,15:30:00,Badminton,Pune,Wakad,Badminton Arena 071,Indoor,1,2,650,0,650,Net Banking,Completed,,App,1,4.1,15,June,Weekday,Wednesday,0
B015214,U04232,V017,2026-05-23,20:30:00,Cricket,Pune,Hinjewadi,Cricket Arena 017,Outdoor,1,10,2250,0,2250,Wallet,Completed,,App,2,4.4,20,May,Weekend,Saturday,0
B015215,U02275,V015,2026-02-28,21:00:00,Table Tennis,Bengaluru,Indiranagar,Table Tennis Arena 015,Outdoor,1,4,400,0,400,UPI,Completed,,App,7,4.6,21,February,Weekend,Saturday,0
B015216,U00459,V086,2026-04-23,15:00:00,Basketball,Bengaluru,Jayanagar,Basketball Arena 086,Outdoor,2,3,2400,0,2400,Wallet,Completed,,App,14,4.4,15,April,Weekday,Thursday,0
B015217,U02940,V032,2026-03-26,14:30:00,Badminton,Pune,Baner,Badminton Arena 032,Outdoor,1,1,750,0,750,UPI,Cancelled,Price,App,12,,14,March,Weekday,Thursday,1
B015218,U03830,V090,2026-05-20,18:00:00,Badminton,Bengaluru,HSR Layout,Badminton Arena 090,Outdoor,2,4,1200,0,1200,UPI,Cancelled,Personal,App,13,,18,May,Weekday,Wednesday,1
B015219,U02987,V023,2026-03-18,15:30:00,Tennis,Hyderabad,Kondapur,Tennis Arena 023,Outdoor,1,1,700,0,700,UPI,Completed,,Website,7,3.3,15,March,Weekday,Wednesday,0
B015220,U01110,V026,2026-08-20,16:30:00,Badminton,Hyderabad,Banjara Hills,Badminton Arena 026,Outdoor,1,2,750,0,750,UPI,Completed,,App,5,4.6,16,August,Weekday,Thursday,0
B015221,U02985,V064,2026-06-19,17:30:00,Badminton,Chennai,Anna Nagar,Badminton Arena 064,Outdoor,1,4,450,0,450,Wallet,Completed,,App,11,4.5,17,June,Weekday,Friday,0
B015222,U04165,V056,2026-02-08,22:30:00,Badminton,Hyderabad,Kondapur,Badminton Arena 056,Outdoor,1,1,750,112,638,UPI,Cancelled,Personal,Website,14,,22,February,Weekend,Sunday,1
B015223,U01386,V088,2026-03-04,15:00:00,Badminton,Chennai,Adyar,Badminton Arena 088,Outdoor,1,4,650,0,650,Net Banking,Completed,,App,7,4.1,15,March,Weekday,Wednesday,0
B015224,U02018,V086,2026-05-10,16:00:00,Basketball,Bengaluru,Jayanagar,Basketball Arena 086,Outdoor,1,1,1200,0,1200,Card,Cancelled,Other,App,14,,16,May,Weekend,Sunday,1
B015225,U04382,V091,2026-01-29,09:00:00,Badminton,Pune,Kothrud,Badminton Arena 091,Indoor,1,2,700,0,700,Card,Completed,,App,14,4.8,9,January,Weekday,Thursday,0
B015226,U04537,V021,2026-03-02,18:30:00,Basketball,Pune,Viman Nagar,Basketball Arena 021,Outdoor,1,4,1150,0,1150,Card,Completed,,App,11,4.8,18,March,Weekday,Monday,0
B015227,U01734,V037,2026-08-28,13:00:00,Basketball,Pune,Viman Nagar,Basketball Arena 037,Indoor,1,1,1100,0,1100,Card,Completed,,App,13,3.4,13,August,Weekday,Friday,0
B015228,U01578,V043,2026-01-29,17:30:00,Badminton,Bengaluru,Whitefield,Badminton Arena 043,Indoor,1,2,650,0,650,Wallet,Cancelled,Personal,App,2,,17,January,Weekday,Thursday,1
B015229,U00741,V008,2026-08-16,14:30:00,Tennis,Hyderabad,Gachibowli,Tennis Arena 008,Outdoor,1,2,650,52,598,UPI,Completed,,Website,4,3.1,14,August,Weekend,Sunday,0
B015230,U02733,V014,2026-02-07,21:00:00,Cricket,Chennai,Velachery,Cricket Arena 014,Indoor,1,9,2100,0,2100,Card,Completed,,App,1,4.1,21,February,Weekend,Saturday,0
B015231,U02601,V066,2026-01-07,09:30:00,Badminton,Bengaluru,Marathahalli,Badminton Arena 066,Outdoor,1,4,850,26,824,UPI,Completed,,App,3,4.8,9,January,Weekday,Wednesday,0
B015232,U04809,V071,2026-01-30,21:30:00,Badminton,Pune,Wakad,Badminton Arena 071,Indoor,1,1,650,0,650,Wallet,Completed,,App,6,4.2,21,January,Weekday,Friday,0
B015233,U01855,V027,2026-08-03,17:30:00,Badminton,Bengaluru,Electronic City,Badminton Arena 027,Indoor,1,2,550,0,550,Card,Completed,,App,13,4.0,17,August,Weekday,Monday,0
B015234,U02479,V008,2026-04-25,21:30:00,Tennis,Hyderabad,Gachibowli,Tennis Arena 008,Outdoor,1,4,650,0,650,UPI,Completed,,App,2,3.5,21,April,Weekend,Saturday,0
B015235,U02964,V068,2026-08-08,16:00:00,Badminton,Hyderabad,Madhapur,Badminton Arena 068,Indoor,1,3,700,0,700,UPI,Completed,,App,7,4.6,16,August,Weekend,Saturday,0
B015236,U03292,V059,2026-07-03,08:00:00,Badminton,Bengaluru,Koramangala,Badminton Arena 059,Outdoor,1,2,650,0,650,Wallet,Completed,,App,5,4.1,8,July,Weekday,Friday,0
B015237,U01171,V010,2026-08-03,13:30:00,Tennis,Mumbai,Thane,Tennis Arena 010,Indoor,1,4,500,75,425,UPI,Completed,,App,5,4.4,13,August,Weekday,Monday,0
B015238,U02625,V047,2026-06-13,15:00:00,Badminton,Hyderabad,Kukatpally,Badminton Arena 047,Indoor,1,4,650,0,650,Card,Completed,,App,1,4.4,15,June,Weekend,Saturday,0
B015239,U02250,V010,2026-06-19,21:30:00,Tennis,Mumbai,Thane,Tennis Arena 010,Indoor,1,1,500,15,485,UPI,Completed,,App,1,4.4,21,June,Weekday,Friday,0
B015240,U01828,V016,2026-08-09,19:00:00,Badminton,Hyderabad,Gachibowli,Badminton Arena 016,Indoor,1,2,400,0,400,Card,Completed,,App,2,3.4,19,August,Weekend,Sunday,0
B015241,U03794,V003,2026-01-04,17:00:00,Badminton,Bengaluru,Whitefield,Badminton Arena 003,Indoor,1,3,750,112,638,UPI,Completed,,App,11,4.2,17,January,Weekend,Sunday,0
B015242,U02461,V023,2026-07-31,16:30:00,Tennis,Hyderabad,Kondapur,Tennis Arena 023,Outdoor,1,2,700,0,700,UPI,Completed,,App,14,3.5,16,July,Weekday,Friday,0
B015243,U04316,V002,2026-01-05,16:30:00,Tennis,Mumbai,Thane,Tennis Arena 002,Indoor,1,3,750,0,750,Card,Completed,,App,13,4.3,16,January,Weekday,Monday,0
B015244,U02975,V065,2026-02-15,18:30:00,Cricket,Bengaluru,Koramangala,Cricket Arena 065,Outdoor,1,8,2100,0,2100,Net Banking,Completed,,Website,7,4.0,18,February,Weekend,Sunday,0
B015245,U03622,V075,2026-03-16,18:00:00,Badminton,Hyderabad,Gachibowli,Badminton Arena 075,Outdoor,1,2,700,0,700,Card,Completed,,App,5,4.1,18,March,Weekday,Monday,0
B015246,U00617,V063,2026-05-10,16:30:00,Basketball,Bengaluru,Jayanagar,Basketball Arena 063,Indoor,1,1,900,0,900,UPI,Completed,,App,8,3.5,16,May,Weekend,Sunday,0
B015247,U04347,V058,2026-04-15,19:00:00,Cricket,Pune,Hinjewadi,Cricket Arena 058,Indoor,1,9,1850,56,1794,UPI,Completed,,App,13,4.7,19,April,Weekday,Wednesday,0
B015248,U01986,V037,2026-02-23,17:30:00,Basketball,Pune,Viman Nagar,Basketball Arena 037,Indoor,1,3,1100,0,1100,Card,Completed,,App,10,4.1,17,February,Weekday,Monday,0
B015249,U03350,V061,2026-04-18,16:30:00,Cricket,Chennai,OMR,Cricket Arena 061,Outdoor,1,11,2000,60,1940,Card,Completed,,Website,12,4.7,16,April,Weekend,Saturday,0
B015250,U02797,V020,2026-08-04,18:00:00,Badminton,Bengaluru,HSR Layout,Badminton Arena 020,Indoor,1,1,700,0,700,UPI,Completed,,App,9,4.3,18,August,Weekday,Tuesday,0
B015251,U00715,V060,2026-02-28,19:00:00,Cricket,Mumbai,Bandra,Cricket Arena 060,Indoor,1,11,1800,54,1746,UPI,Completed,,App,13,3.7,19,February,Weekend,Saturday,0
B015252,U03126,V021,2026-02-02,17:30:00,Basketball,Pune,Viman Nagar,Basketball Arena 021,Outdoor,2,4,2300,0,2300,UPI,Completed,,App,12,4.2,17,February,Weekday,Monday,0
B015253,U02486,V094,2026-01-22,21:30:00,Badminton,Pune,Kothrud,Badminton Arena 094,Indoor,1,2,750,0,750,UPI,Completed,,App,10,4.9,21,January,Weekday,Thursday,0
B015254,U03283,V025,2026-02-16,20:30:00,Cricket,Pune,Wakad,Cricket Arena 025,Outdoor,1,9,1450,0,1450,Wallet,Completed,,App,1,3.8,20,February,Weekday,Monday,0
B015255,U00518,V047,2026-05-14,19:00:00,Badminton,Hyderabad,Kukatpally,Badminton Arena 047,Indoor,2,4,1300,0,1300,UPI,Completed,,App,3,4.9,19,May,Weekday,Thursday,0
B015256,U03273,V081,2026-01-24,16:30:00,Badminton,Hyderabad,Gachibowli,Badminton Arena 081,Outdoor,1,4,800,64,736,Card,Completed,,App,6,4.5,16,January,Weekend,Saturday,0
B015257,U01982,V040,2026-08-09,17:00:00,Table Tennis,Bengaluru,Whitefield,Table Tennis Arena 040,Indoor,1,4,400,0,400,UPI,Completed,,App,9,4.0,17,August,Weekend,Sunday,0
B015258,U04972,V051,2026-06-26,16:00:00,Badminton,Chennai,Anna Nagar,Badminton Arena 051,Indoor,1,2,600,0,600,Card,Completed,,Website,3,3.6,16,June,Weekday,Friday,0
B015259,U03115,V087,2026-08-12,06:00:00,Table Tennis,Chennai,Anna Nagar,Table Tennis Arena 087,Outdoor,1,4,400,0,400,Wallet,Completed,,App,2,4.5,6,August,Weekday,Wednesday,0
B015260,U00707,V083,2026-04-27,18:30:00,Badminton,Mumbai,Andheri,Badminton Arena 083,Indoor,1,4,500,0,500,Card,Completed,,App,9,4.3,18,April,Weekday,Monday,0
B015261,U02296,V021,2026-08-27,20:30:00,Basketball,Pune,Viman Nagar,Basketball Arena 021,Outdoor,2,1,2300,0,2300,UPI,Completed,,App,13,4.2,20,August,Weekday,Thursday,0
B015262,U00781,V007,2026-08-10,16:30:00,Cricket,Bengaluru,Yelahanka,Cricket Arena 007,Indoor,1,9,1500,0,1500,Net Banking,Completed,,App,5,5.0,16,August,Weekday,Monday,0
B015263,U04284,V006,2026-08-26,12:00:00,Badminton,Hyderabad,Kukatpally,Badminton Arena 006,Outdoor,1,2,650,0,650,UPI,Completed,,App,7,3.6,12,August,Weekday,Wednesday,0
B015264,U00271,V066,2026-05-06,16:00:00,Badminton,Bengaluru,Marathahalli,Badminton Arena 066,Outdoor,1,3,850,0,850,Net Banking,Completed,,App,4,3.9,16,May,Weekday,Wednesday,0
B015265,U03653,V003,2026-02-20,06:00:00,Badminton,Bengaluru,Whitefield,Badminton Arena 003,Indoor,1,3,750,0,750,Net Banking,Completed,,App,13,4.4,6,February,Weekday,Friday,0
B015266,U04722,V041,2026-04-28,18:00:00,Badminton,Hyderabad,Gachibowli,Badminton Arena 041,Outdoor,1,1,450,0,450,UPI,Completed,,App,7,4.2,18,April,Weekday,Tuesday,0
B015267,U04391,V011,2026-02-10,18:00:00,Cricket,Bengaluru,Whitefield,Cricket Arena 011,Outdoor,1,11,1750,52,1698,Wallet,Completed,,App,5,3.4,18,February,Weekday,Tuesday,0
B015268,U03837,V060,2026-03-08,18:00:00,Cricket,Mumbai,Bandra,Cricket Arena 060,Indoor,1,9,1800,0,1800,UPI,Completed,,App,5,4.4,18,March,Weekend,Sunday,0
B015269,U04858,V022,2026-03-30,16:00:00,Table Tennis,Bengaluru,Electronic City,Table Tennis Arena 022,Indoor,1,3,300,0,300,Card,Completed,,App,8,4.9,16,March,Weekday,Monday,0
B015270,U02467,V050,2026-04-02,15:30:00,Badminton,Bengaluru,Indiranagar,Badminton Arena 050,Outdoor,1,2,500,40,460,Net Banking,Cancelled,Weather,App,10,,15,April,Weekday,Thursday,1
B015271,U02464,V048,2026-05-01,14:30:00,Badminton,Bengaluru,Yelahanka,Badminton Arena 048,Indoor,1,4,600,0,600,UPI,Completed,,App,13,4.6,14,May,Weekday,Friday,0
B015272,U03208,V053,2026-07-26,20:00:00,Badminton,Bengaluru,Electronic City,Badminton Arena 053,Outdoor,1,3,600,0,600,UPI,Completed,,App,14,3.5,20,July,Weekend,Sunday,0
B015273,U02709,V042,2026-03-22,15:30:00,Badminton,Bengaluru,Marathahalli,Badminton Arena 042,Outdoor,1,2,700,0,700,UPI,Cancelled,Venue Issue,Website,14,,15,March,Weekend,Sunday,1
B015274,U02711,V009,2026-05-10,17:30:00,Tennis,Bengaluru,Jayanagar,Tennis Arena 009,Indoor,1,2,600,0,600,UPI,Completed,,App,14,4.2,17,May,Weekend,Sunday,0
B015275,U04019,V084,2026-04-01,16:30:00,Table Tennis,Pune,Hinjewadi,Table Tennis Arena 084,Outdoor,1,1,300,0,300,Card,Completed,,App,1,3.9,16,April,Weekday,Wednesday,0
B015276,U04955,V002,2026-04-10,18:30:00,Tennis,Mumbai,Thane,Tennis Arena 002,Indoor,1,4,750,0,750,UPI,Completed,,App,10,4.6,18,April,Weekday,Friday,0
B015277,U01530,V063,2026-03-19,22:00:00,Basketball,Bengaluru,Jayanagar,Basketball Arena 063,Indoor,1,1,900,0,900,Card,Completed,,Website,10,4.1,22,March,Weekday,Thursday,0
B015278,U00180,V080,2026-02-12,17:00:00,Tennis,Mumbai,Borivali,Tennis Arena 080,Indoor,1,3,800,24,776,UPI,Completed,,App,10,4.2,17,February,Weekday,Thursday,0
B015279,U02696,V090,2026-05-03,16:30:00,Badminton,Bengaluru,HSR Layout,Badminton Arena 090,Outdoor,1,4,600,0,600,Card,Completed,,App,14,4.3,16,May,Weekend,Sunday,0
B015280,U00611,V023,2026-02-01,17:30:00,Tennis,Hyderabad,Kondapur,Tennis Arena 023,Outdoor,1,4,700,0,700,UPI,Completed,,App,2,3.4,17,February,Weekend,Sunday,0
B015281,U04421,V078,2026-05-20,07:00:00,Cricket,Mumbai,Thane,Cricket Arena 078,Indoor,1,12,1450,0,1450,Net Banking,Completed,,App,13,4.5,7,May,Weekday,Wednesday,0
B015282,U03873,V085,2026-01-23,20:00:00,Tennis,Hyderabad,Madhapur,Tennis Arena 085,Outdoor,2,3,1200,0,1200,Card,Completed,,App,11,4.5,20,January,Weekday,Friday,0
B015283,U04286,V087,2026-05-24,12:30:00,Table Tennis,Chennai,Anna Nagar,Table Tennis Arena 087,Outdoor,1,4,400,12,388,UPI,Completed,,App,13,4.4,12,May,Weekend,Sunday,0
B015284,U00961,V076,2026-06-21,17:30:00,Badminton,Bengaluru,Indiranagar,Badminton Arena 076,Outdoor,1,3,550,0,550,Wallet,Completed,,App,7,3.7,17,June,Weekend,Sunday,0
B015285,U02776,V004,2026-01-02,15:00:00,Table Tennis,Hyderabad,Madhapur,Table Tennis Arena 004,Outdoor,1,2,400,12,388,Card,Completed,,App,7,4.7,15,January,Weekday,Friday,0
B015286,U01313,V081,2026-01-07,20:30:00,Badminton,Hyderabad,Gachibowli,Badminton Arena 081,Outdoor,1,4,800,0,800,UPI,Cancelled,Weather,App,10,,20,January,Weekday,Wednesday,1
B015287,U03238,V095,2026-01-21,21:00:00,Football,Pune,Hinjewadi,Football Arena 095,Indoor,1,7,1450,116,1334,UPI,Completed,,App,5,5.0,21,January,Weekday,Wednesday,0
B015288,U01282,V092,2026-07-05,09:00:00,Badminton,Pune,Baner,Badminton Arena 092,Outdoor,1,2,650,0,650,Card,Completed,,App,10,4.2,9,July,Weekend,Sunday,0
B015289,U04332,V052,2026-04-05,13:30:00,Badminton,Bengaluru,Electronic City,Badminton Arena 052,Indoor,1,2,850,128,722,UPI,Cancelled,Personal,App,3,,13,April,Weekend,Sunday,1
B015290,U01418,V053,2026-05-31,20:30:00,Badminton,Bengaluru,Electronic City,Badminton Arena 053,Outdoor,1,1,600,0,600,UPI,Completed,,Website,6,3.6,20,May,Weekend,Sunday,0
B015291,U00741,V054,2026-05-06,16:00:00,Badminton,Bengaluru,Jayanagar,Badminton Arena 054,Outdoor,1,3,450,0,450,UPI,Completed,,Website,6,4.2,16,May,Weekday,Wednesday,0
B015292,U03557,V052,2026-07-07,17:00:00,Badminton,Bengaluru,Electronic City,Badminton Arena 052,Indoor,1,2,850,26,824,UPI,Completed,,App,9,3.2,17,July,Weekday,Tuesday,0
B015293,U04556,V039,2026-05-01,15:30:00,Badminton,Hyderabad,Madhapur,Badminton Arena 039,Outdoor,1,4,650,0,650,Net Banking,Cancelled,Weather,App,5,,15,May,Weekday,Friday,1
B015294,U03557,V036,2026-01-25,17:30:00,Badminton,Pune,Wakad,Badminton Arena 036,Indoor,1,3,450,0,450,UPI,Completed,,Website,4,4.4,17,January,Weekend,Sunday,0
B015295,U02782,V078,2026-02-04,14:00:00,Cricket,Mumbai,Thane,Cricket Arena 078,Indoor,2,6,2900,232,2668,Card,Completed,,Website,12,4.3,14,February,Weekday,Wednesday,0
B015296,U03087,V031,2026-08-15,17:00:00,Football,Chennai,Anna Nagar,Football Arena 031,Indoor,1,10,1500,0,1500,UPI,Completed,,App,2,4.1,17,August,Weekend,Saturday,0
B015297,U00471,V033,2026-06-22,16:30:00,Badminton,Bengaluru,Whitefield,Badminton Arena 033,Outdoor,1,1,650,0,650,UPI,Completed,,App,2,3.3,16,June,Weekday,Monday,0
B015298,U02002,V009,2026-05-15,18:30:00,Tennis,Bengaluru,Jayanagar,Tennis Arena 009,Indoor,2,2,1200,36,1164,UPI,Completed,,App,10,4.2,18,May,Weekday,Friday,0
B015299,U04925,V022,2026-07-16,17:30:00,Table Tennis,Bengaluru,Electronic City,Table Tennis Arena 022,Indoor,1,4,300,24,276,Card,Completed,,App,13,5.0,17,July,Weekday,Thursday,0
B015300,U02719,V036,2026-02-01,12:00:00,Badminton,Pune,Wakad,Badminton Arena 036,Indoor,2,2,900,0,900,Card,Completed,,App,7,4.2,12,February,Weekend,Sunday,0
B015301,U03317,V094,2026-02-22,13:30:00,Badminton,Pune,Kothrud,Badminton Arena 094,Indoor,1,4,750,0,750,UPI,Completed,,Website,3,4.3,13,February,Weekend,Sunday,0
B015302,U04347,V052,2026-03-10,07:00:00,Badminton,Bengaluru,Electronic City,Badminton Arena 052,Indoor,1,1,850,0,850,Card,Completed,,App,4,2.6,7,March,Weekday,Tuesday,0
B015303,U01190,V009,2026-01-25,15:00:00,Tennis,Bengaluru,Jayanagar,Tennis Arena 009,Indoor,1,4,600,0,600,Wallet,Completed,,App,14,4.4,15,January,Weekend,Sunday,0
B015304,U03576,V073,2026-04-05,14:00:00,Table Tennis,Bengaluru,Electronic City,Table Tennis Arena 073,Outdoor,1,3,400,0,400,Card,Completed,,App,3,4.8,14,April,Weekend,Sunday,0
B015305,U01230,V064,2026-07-31,10:00:00,Badminton,Chennai,Anna Nagar,Badminton Arena 064,Outdoor,1,4,450,0,450,UPI,Completed,,Website,11,3.3,10,July,Weekday,Friday,0
B015306,U01145,V012,2026-03-27,18:30:00,Badminton,Pune,Kothrud,Badminton Arena 012,Outdoor,1,3,500,0,500,Card,Completed,,App,9,4.7,18,March,Weekday,Friday,0
B015307,U00683,V092,2026-04-12,18:00:00,Badminton,Pune,Baner,Badminton Arena 092,Outdoor,1,2,650,98,552,UPI,Completed,,App,4,4.3,18,April,Weekend,Sunday,0
B015308,U04375,V016,2026-03-18,18:30:00,Badminton,Hyderabad,Gachibowli,Badminton Arena 016,Indoor,1,1,400,0,400,UPI,Completed,,App,13,3.5,18,March,Weekday,Wednesday,0
B015309,U03609,V070,2026-08-19,14:30:00,Badminton,Pune,Baner,Badminton Arena 070,Outdoor,2,2,1100,0,1100,UPI,Completed,,App,7,4.4,14,August,Weekday,Wednesday,0
B015310,U01510,V009,2026-05-10,17:30:00,Tennis,Bengaluru,Jayanagar,Tennis Arena 009,Indoor,1,2,600,18,582,UPI,Completed,,App,9,3.7,17,May,Weekend,Sunday,0
B015311,U03740,V034,2026-03-27,15:00:00,Badminton,Chennai,Adyar,Badminton Arena 034,Indoor,1,1,650,52,598,Card,Cancelled,Personal,App,1,,15,March,Weekday,Friday,1
B015312,U03683,V095,2026-03-02,06:30:00,Football,Pune,Hinjewadi,Football Arena 095,Indoor,1,10,1450,0,1450,UPI,Completed,,App,11,4.9,6,March,Weekday,Monday,0
B015313,U03934,V007,2026-05-17,21:00:00,Cricket,Bengaluru,Yelahanka,Cricket Arena 007,Indoor,1,7,1500,0,1500,UPI,Completed,,App,8,5.0,21,May,Weekend,Sunday,0
B015314,U00083,V032,2026-02-20,18:30:00,Badminton,Pune,Baner,Badminton Arena 032,Outdoor,2,4,1500,0,1500,UPI,Completed,,App,12,4.3,18,February,Weekday,Friday,0
B015315,U03969,V049,2026-01-02,14:00:00,Football,Chennai,Velachery,Football Arena 049,Outdoor,1,8,1150,34,1116,UPI,Completed,,App,7,5.0,14,January,Weekday,Friday,0
B015316,U04973,V054,2026-06-22,15:30:00,Badminton,Bengaluru,Jayanagar,Badminton Arena 054,Outdoor,1,4,450,0,450,UPI,Completed,,App,3,4.7,15,June,Weekday,Monday,0
B015317,U00876,V088,2026-02-01,20:00:00,Badminton,Chennai,Adyar,Badminton Arena 088,Outdoor,1,2,650,0,650,UPI,Completed,,App,14,4.4,20,February,Weekend,Sunday,0
