booking_id,cancellation_time,cancellation_reason,final_amount
B014007,2026-08-26 06:30:00,Price,600
B014019,2026-02-20 10:30:00,Venue Issue,1200
B014022,2026-07-16 09:00:00,Venue Issue,850
B014028,2026-05-09 15:00:00,Venue Issue,1500
B014031,2026-07-19 21:30:00,Other,650
B014055,2026-05-23 15:00:00,Other,650
B014069,2026-05-04 12:00:00,Price,550
B014070,2026-05-31 07:00:00,Weather,2250
B014143,2026-07-12 16:30:00,Personal,300
B014147,2026-03-22 01:30:00,Personal,1300
B014162,2026-04-13 11:00:00,Personal,600
B014196,2026-08-23 22:00:00,Personal,500
B014212,2026-08-02 11:30:00,Weather,552
B014214,2026-04-26 01:30:00,Price,1200
B014236,2026-01-09 14:30:00,Venue Issue,552
B014245,2026-07-14 14:30:00,Personal,600
B014253,2026-03-22 22:00:00,Personal,2100
B014265,2026-04-23 08:00:00,Personal,500
B014282,2026-07-12 15:30:00,Personal,400
B014298,2026-06-27 19:30:00,Personal,400
B014302,2026-07-16 18:30:00,Price,650
B014303,2026-05-17 03:30:00,Venue Issue,414
B014320,2026-06-13 23:00:00,Personal,630
B014333,2026-05-28 11:00:00,Personal,750
B014347,2026-05-02 03:00:00,Personal,1100
B014368,2026-07-30 03:30:00,Weather,2900
B014372,2026-08-25 03:00:00,Weather,2100
B014383,2026-05-01 15:30:00,Personal,400
B014396,2026-07-21 02:30:00,Price,350
B014403,2026-04-26 09:00:00,Personal,700
B014428,2026-01-17 09:00:00,Personal,1698
B014453,2025-12-30 21:30:00,Price,650
B014454,2026-07-02 12:00:00,Weather,300
B014463,2026-03-24 20:30:00,Other,2000
B014479,2026-05-07 06:30:00,Personal,650
B014500,2026-01-01 08:30:00,Personal,650
B014501,2026-05-18 14:00:00,Price,650
B014530,2026-02-20 13:00:00,Personal,595
B014540,2026-03-22 14:30:00,Price,1334
B014543,2026-07-25 12:00:00,Personal,600
B014565,2026-07-19 18:00:00,Personal,1200
B014579,2026-02-02 11:30:00,Personal,1200
B014595,2026-08-11 13:00:00,Other,450
B014631,2026-04-23 06:30:00,Venue Issue,382
B014637,2026-03-25 14:00:00,Personal,450
B014648,2026-03-09 19:00:00,Personal,450
B014662,2026-06-09 10:30:00,Weather,650
B014666,2026-04-02 08:30:00,Other,700
B014667,2026-08-04 21:00:00,Venue Issue,600
B014668,2026-08-31 16:30:00,Venue Issue,2000
B014672,2026-06-21 11:30:00,Personal,450
B014697,2026-05-11 15:00:00,Weather,2100
B014698,2026-06-02 15:30:00,Personal,1450
B014721,2026-05-15 21:00:00,Personal,900
B014726,2026-01-24 10:30:00,Personal,2182
B014757,2026-05-06 15:00:00,Price,728
B014771,2026-01-09 08:00:00,Personal,650
B014796,2026-05-27 16:30:00,Personal,1850
B014798,2026-03-22 06:00:00,Personal,750
B014805,2026-08-19 03:30:00,Price,600
B014810,2026-08-22 14:30:00,Personal,1500
B014813,2026-07-07 18:00:00,Personal,450
B014818,2026-04-26 01:30:00,Weather,2000
B014822,2026-05-06 16:00:00,Other,450
B014846,2026-06-28 12:00:00,Personal,510
B014866,2026-07-01 19:00:00,Personal,700
B014880,2026-04-29 09:30:00,Weather,1500
B014888,2026-02-28 19:00:00,Weather,550
B014913,2026-07-19 06:00:00,Personal,900
B014919,2026-03-27 23:30:00,Personal,700
B014927,2026-04-12 18:30:00,Price,300
B014940,2026-04-21 02:30:00,Personal,1800
B014941,2026-08-07 08:00:00,Venue Issue,552
B014944,2026-07-06 06:30:00,Venue Issue,700
B014945,2026-04-12 10:30:00,Price,1150
B014952,2026-01-07 06:30:00,Personal,1800
B014971,2026-05-24 02:00:00,Venue Issue,600
B014972,2026-04-04 01:00:00,Other,600
B014974,2026-01-04 13:30:00,Weather,500
B014983,2026-06-09 08:30:00,Personal,1850
B014985,2026-05-09 11:00:00,Price,1850
B015000,2026-06-27 13:30:00,Other,650
B015005,2026-04-02 00:30:00,Personal,650
B015007,2026-05-09 22:30:00,Price,750
B015016,2026-03-12 15:30:00,Weather,1500
B015027,2026-08-19 10:30:00,Weather,1850
B015029,2026-04-11 01:30:00,Other,598
B015045,2026-02-20 21:30:00,Venue Issue,800
B015057,2026-05-02 05:30:00,Weather,2050
B015059,2026-02-12 04:30:00,Weather,2100
B015074,2026-02-09 21:30:00,Venue Issue,1100
B015104,2026-05-17 10:00:00,Other,650
B015108,2026-01-17 05:30:00,Personal,450
B015114,2026-08-31 08:00:00,Weather,1300
B015148,2026-01-04 02:00:00,Weather,650
B015153,2026-08-21 10:00:00,Weather,400
B015157,2026-04-30 19:30:00,Price,1200
B015185,2026-02-13 16:00:00,Personal,550
B015196,2026-06-15 01:00:00,Personal,700
B015197,2026-06-18 20:30:00,Venue Issue,850
B015211,2026-01-06 16:00:00,Price,400
B015217,2026-03-25 10:30:00,Price,750
B015218,2026-05-19 13:00:00,Personal,1200
B015222,2026-02-07 01:30:00,Personal,638
B015224,2026-05-09 02:00:00,Other,1200
B015228,2026-01-28 23:30:00,Personal,650
B015270,2026-04-02 00:30:00,Weather,460
B015273,2026-03-20 22:30:00,Venue Issue,700
B015286,2026-01-07 18:30:00,Weather,800
B015289,2026-04-04 18:30:00,Personal,722
B015293,2026-04-30 02:30:00,Weather,650
B015311,2026-03-26 22:00:00,Personal,598
B015349,2026-08-04 20:00:00,Personal,400
B015351,2026-01-18 04:00:00,Weather,2400
B015389,2026-05-21 21:00:00,Personal,2000
B015397,2026-02-08 05:30:00,Other,1200
B015409,2026-01-30 08:00:00,Venue Issue,736
B015433,2026-08-28 11:00:00,Personal,1358
B015441,2026-07-31 04:30:00,Personal,1500
B015487,2026-01-17 02:00:00,Weather,800
B015505,2026-02-09 01:30:00,Price,1150
B015557,2026-01-28 21:00:00,Venue Issue,1530
B015569,2026-05-11 23:00:00,Personal,300
B015579,2026-07-07 03:00:00,Price,1850
B015592,2026-02-16 03:30:00,Weather,534
B015599,2026-03-17 01:00:00,Other,1200
B015614,2026-07-14 21:30:00,Price,690
B015621,2026-06-27 08:00:00,Other,4000
B015625,2026-02-03 02:00:00,Personal,2900
B015629,2026-06-25 03:00:00,Personal,650
B015637,2026-01-11 02:30:00,Price,650
B015640,2026-08-17 04:00:00,Venue Issue,1200
B015652,2026-06-08 23:30:00,Weather,750
B015661,2026-05-19 04:00:00,Personal,1500
B015673,2026-04-28 23:00:00,Venue Issue,3000
B015675,2026-02-11 05:30:00,Other,650
B015677,2026-08-15 10:00:00,Other,485
B015679,2026-01-14 06:30:00,Price,450
B015683,2026-02-26 16:30:00,Price,2000
B015684,2026-04-21 16:30:00,Weather,2100
B015689,2026-04-26 16:00:00,Other,1300
B015691,2026-05-31 18:30:00,Personal,1500
B015706,2026-07-21 12:30:00,Price,1500
B015744,2026-07-18 23:00:00,Price,2050
B015747,2026-03-09 15:00:00,Venue Issue,1500
B015759,2026-05-07 02:00:00,Weather,1300
B015771,2026-06-01 06:30:00,Personal,600
B015773,2026-06-17 02:30:00,Personal,1500
B015785,2026-01-05 02:30:00,Personal,550
B015811,2026-06-15 14:00:00,Personal,824
B015819,2026-06-19 03:00:00,Personal,400
B015833,2026-01-08 16:00:00,Price,650
B015837,2026-03-27 05:00:00,Other,650
B015843,2026-04-18 19:30:00,Personal,2000
B015898,2026-01-15 21:00:00,Other,1650
B015899,2026-07-04 21:00:00,Weather,3700
B015904,2026-02-20 12:30:00,Weather,750
B015907,2026-04-06 14:00:00,Price,1450
B015909,2026-06-23 12:30:00,Personal,1104
B015931,2026-01-21 11:00:00,Venue Issue,1850
B015942,2026-04-13 20:00:00,Weather,552
B015949,2026-04-19 12:00:00,Venue Issue,630
B015955,2026-07-30 11:00:00,Price,1500
B015958,2026-02-25 08:30:00,Other,550
B015970,2026-06-11 19:00:00,Price,650
B016051,2026-04-25 17:00:00,Personal,350
B016054,2026-01-25 07:30:00,Personal,900
B016070,2026-03-24 05:30:00,Price,1455
B016090,2026-03-28 14:30:00,Weather,500
B016092,2026-01-13 14:30:00,Personal,1200
B016139,2026-03-04 04:00:00,Other,600
B016144,2026-05-26 14:00:00,Weather,700
B016154,2026-02-22 23:30:00,Personal,824
B016161,2026-06-19 09:00:00,Weather,700
B016176,2026-01-17 14:30:00,Price,1500
B016186,2026-06-14 11:30:00,Weather,728
B016189,2026-03-06 02:00:00,Personal,340
B016201,2026-02-14 09:00:00,Price,630
B016210,2026-03-18 22:00:00,Weather,679
B016234,2026-07-30 22:00:00,Weather,650
B016265,2026-07-12 13:30:00,Personal,2250
B016283,2026-03-15 12:30:00,Venue Issue,600
B016293,2026-01-30 19:00:00,Price,1300
B016302,2026-02-23 11:30:00,Weather,450
B016307,2026-06-24 10:30:00,Weather,650
B016334,2026-03-18 06:00:00,Other,1100
B016358,2026-01-02 19:00:00,Price,1800
B016384,2026-04-08 15:30:00,Price,450
B016389,2026-04-04 09:30:00,Weather,552
B016407,2026-08-19 00:00:00,Other,400
B016417,2026-01-26 18:30:00,Personal,800
B016430,2026-01-08 06:30:00,Personal,500
B016436,2026-08-06 08:30:00,Venue Issue,1488
B016440,2026-03-07 10:30:00,Other,600
B016458,2026-03-21 15:00:00,Price,650
B016480,2026-08-18 06:00:00,Price,1750
B016501,2026-08-29 09:30:00,Personal,1850
B016504,2026-04-25 10:30:00,Other,776
B016506,2026-03-28 13:30:00,Weather,500
B016515,2026-07-24 20:00:00,Personal,582
B016519,2026-08-04 18:00:00,Price,2100
B016535,2026-02-15 18:30:00,Personal,1288
B016549,2026-06-19 06:30:00,Personal,500
B016551,2026-08-19 00:00:00,Price,595
B016570,2026-06-18 10:00:00,Weather,550
B016574,2026-07-30 21:00:00,Personal,1500
B016577,2026-08-19 14:00:00,Weather,1150
B016593,2026-08-10 14:30:00,Personal,750
B016605,2026-03-11 16:00:00,Personal,1150
B016633,2026-07-02 14:30:00,Personal,400
B016645,2026-03-15 08:30:00,Price,550
B016675,2026-05-08 14:00:00,Personal,1450
B016691,2026-03-20 05:30:00,Price,2000
B016731,2026-08-08 01:00:00,Other,550
B016765,2026-06-20 17:30:00,Price,500
B016767,2026-05-18 00:00:00,Venue Issue,650
B016768,2026-03-08 03:30:00,Price,500
B016788,2026-01-12 07:30:00,Price,1100
B016801,2026-06-11 00:30:00,Price,650
B016808,2026-05-15 20:00:00,Weather,450
B016817,2026-03-09 18:30:00,Venue Issue,650
B016819,2026-07-02 20:00:00,Weather,1261
B016854,2026-06-14 10:00:00,Price,600
B016894,2026-03-05 01:00:00,Other,450
B016914,2026-02-09 13:30:00,Weather,1150
B016920,2026-05-26 14:00:00,Other,1300
B016966,2026-05-12 21:30:00,Weather,2100
B016971,2026-05-16 02:00:00,Personal,450
B016973,2026-01-10 13:30:00,Weather,1200
B016983,2026-01-22 03:30:00,Weather,1164
B017014,2026-02-21 19:00:00,Venue Issue,1600
B017040,2026-03-17 18:30:00,Personal,728
B017069,2026-03-18 00:30:00,Personal,3000
B017079,2026-07-23 20:30:00,Weather,650
B017091,2026-05-23 00:00:00,Weather,2100
B017108,2026-08-19 17:00:00,Price,1200
B017109,2026-06-25 00:30:00,Other,1400
B017116,2026-01-22 08:30:00,Price,1261
B017157,2026-05-22 10:30:00,Weather,1200
B017166,2026-02-06 14:00:00,Personal,700
B017203,2026-01-22 17:00:00,Personal,450
B017211,2026-04-28 05:30:00,Other,1100
B017234,2026-07-27 01:30:00,Weather,1200
B017237,2026-05-22 02:00:00,Venue Issue,900
B017238,2026-01-17 01:30:00,Weather,388
B017243,2026-04-21 05:30:00,Other,600
B017254,2026-04-21 14:00:00,Venue Issue,750
B017255,2026-07-11 18:30:00,Other,2250
B017269,2026-07-17 01:00:00,Personal,2000
B017271,2026-08-18 13:00:00,Weather,1500
B017272,2026-01-27 13:00:00,Other,1164
B017281,2026-08-04 10:00:00,Weather,630
B017298,2026-07-19 21:30:00,Personal,630
B017304,2026-02-01 13:00:00,Personal,1200
B017305,2026-08-22 06:00:00,Personal,350
B017308,2026-01-16 12:30:00,Venue Issue,400
B017312,2026-04-24 04:00:00,Price,700
B017316,2026-06-08 14:00:00,Weather,679
B017318,2026-07-17 11:00:00,Personal,2300
B017348,2026-07-06 16:00:00,Weather,850
B017357,2026-06-23 18:00:00,Personal,650
B017358,2026-07-27 22:00:00,Personal,1100
B017380,2026-06-18 20:30:00,Personal,1400
B017385,2026-08-27 10:30:00,Other,450
B017411,2026-07-20 08:00:00,Price,1850
B017413,2026-08-05 22:00:00,Price,650
B017418,2026-02-19 02:00:00,Weather,1450
B017434,2026-05-23 14:00:00,Weather,400
B017447,2026-06-08 14:00:00,Personal,2100
B017460,2026-05-15 01:00:00,Price,1150
B017473,2026-02-24 14:00:00,Personal,1988
B017480,2026-05-28 05:30:00,Personal,600
B017501,2026-02-27 03:00:00,Venue Issue,368
B017512,2026-03-30 13:00:00,Personal,900
B017544,2026-04-22 16:30:00,Personal,600
B017547,2026-02-07 11:00:00,Weather,388
B017549,2026-06-24 07:00:00,Price,750
B017550,2026-03-12 06:00:00,Personal,3000
B017569,2026-01-27 17:30:00,Other,598
B017583,2026-02-07 15:30:00,Personal,650
B017632,2026-06-03 00:00:00,Personal,1940
B017643,2026-05-06 03:30:00,Weather,650
B017650,2026-04-22 23:00:00,Venue Issue,1500
B017671,2026-04-24 13:00:00,Weather,650
B017692,2026-03-26 21:30:00,Personal,1150
B017696,2026-01-20 17:00:00,Other,900
B017706,2026-07-01 13:30:00,Personal,340
B017736,2026-08-15 12:30:00,Price,1850
B017743,2026-07-27 16:30:00,Price,1450
B017745,2026-03-22 12:00:00,Other,700
B017756,2026-02-08 15:00:00,Price,3500
B017778,2026-07-11 03:00:00,Personal,1200
B017787,2026-01-21 20:00:00,Other,291
B017806,2026-03-10 03:00:00,Personal,300
B017820,2026-03-22 07:00:00,Venue Issue,2100
B017823,2026-05-13 18:00:00,Other,598
B017826,2026-05-23 10:30:00,Venue Issue,750
B017828,2026-08-04 09:00:00,Personal,3000
B017837,2026-02-26 22:30:00,Other,400
B017848,2026-02-04 09:30:00,Price,340
B017857,2026-07-21 11:00:00,Personal,1200
B017866,2026-01-02 04:30:00,Other,1455
B017880,2026-06-04 02:30:00,Personal,850
B017898,2026-08-02 00:00:00,Venue Issue,630
B017914,2026-07-24 22:00:00,Personal,1300
B017919,2026-06-18 18:30:00,Personal,436
B017920,2026-07-06 11:00:00,Weather,3000
B017923,2026-08-06 02:30:00,Personal,1400
B017925,2026-06-26 21:30:00,Price,1200
B017933,2026-06-12 09:30:00,Price,350
B017949,2026-06-21 17:30:00,Weather,1300
B017962,2026-04-24 00:00:00,Personal,700
B017966,2026-02-15 16:00:00,Weather,800
B017967,2026-04-26 16:00:00,Weather,700
B017975,2026-02-05 01:00:00,Weather,650
B018001,2026-03-10 10:30:00,Weather,2100
B018018,2026-03-13 18:30:00,Weather,1200
B018025,2026-05-07 05:30:00,Personal,950
B018031,2026-01-09 00:30:00,Price,630
B018038,2026-05-08 08:00:00,Venue Issue,650
B018039,2026-06-19 21:00:00,Venue Issue,800
B018050,2026-02-22 00:00:00,Personal,1100
B018053,2026-05-09 17:00:00,Personal,776
B018060,2026-05-10 07:00:00,Personal,1746
B018068,2026-01-11 15:00:00,Weather,388
B018069,2026-07-16 13:30:00,Price,600
B018080,2026-04-10 00:30:00,Other,900
B018096,2026-02-08 08:00:00,Weather,650
B018101,2026-02-28 07:00:00,Personal,600
B018104,2026-07-24 07:30:00,Personal,900
B018113,2026-05-01 14:30:00,Personal,1450
B018117,2026-03-09 21:00:00,Other,650
B018133,2026-08-02 02:00:00,Price,700
B018145,2026-08-02 11:00:00,Weather,2050
B018159,2026-01-11 04:00:00,Personal,800
B018182,2026-06-13 22:30:00,Price,2050
B018206,2026-05-09 02:00:00,Personal,950
B018228,2026-01-26 11:00:00,Weather,1500
B018251,2026-08-25 23:30:00,Other,950
B018270,2026-08-01 04:00:00,Personal,1200
B018271,2026-06-25 21:00:00,Weather,600
B018330,2026-05-31 12:30:00,Personal,850
B018360,2026-08-25 02:00:00,Price,436
B018361,2026-06-24 00:00:00,Venue Issue,400
B018387,2026-07-29 01:00:00,Price,350
B018398,2026-04-27 04:30:00,Price,1450
B018400,2026-08-24 10:30:00,Price,1450
B018403,2026-07-19 08:00:00,Other,1500
B018425,2026-06-23 10:30:00,Personal,630
B018445,2026-04-19 12:30:00,Weather,1750
B018461,2026-01-17 18:00:00,Personal,4000
B018485,2026-03-15 12:00:00,Weather,600
B018492,2026-01-12 13:00:00,Personal,650
B018529,2026-01-18 23:30:00,Venue Issue,1300
B018543,2026-01-04 19:30:00,Personal,2100
B018560,2026-08-06 09:00:00,Personal,2050
B018575,2026-02-23 03:30:00,Other,550
B018576,2026-03-01 02:00:00,Weather,552
B018621,2026-07-27 19:30:00,Weather,2050
B018633,2026-05-08 15:30:00,Venue Issue,550
B018673,2026-03-05 06:00:00,Price,1450
B018679,2026-04-18 03:30:00,Personal,1200
B018709,2026-08-01 15:30:00,Weather,1455
B018710,2026-07-04 13:30:00,Other,650
B018712,2026-02-27 18:00:00,Weather,1500
B018719,2026-04-19 22:30:00,Price,650
B018724,2026-04-25 02:30:00,Weather,650
B018729,2026-04-04 03:00:00,Venue Issue,750
B018733,2026-04-29 20:30:00,Personal,650
B018740,2026-02-12 11:30:00,Personal,650
B018745,2026-02-19 21:00:00,Weather,3000
B018760,2026-07-26 19:00:00,Weather,1610
B018770,2026-05-10 19:30:00,Other,340
B018788,2026-08-06 15:30:00,Personal,1100
B018797,2026-05-27 20:30:00,Price,1794
B018816,2026-07-24 12:30:00,Personal,782
B018826,2026-07-05 17:30:00,Personal,1698
B018827,2026-04-17 07:00:00,Other,650
B018845,2026-01-20 19:00:00,Personal,3977
B018852,2026-01-18 02:00:00,Weather,1100
B018856,2026-02-20 09:30:00,Personal,400
B018858,2026-05-02 20:00:00,Weather,1450
B018863,2026-06-06 02:00:00,Price,300
B018869,2026-01-15 20:00:00,Personal,382
B018870,2026-07-05 23:30:00,Weather,700
B018873,2026-01-23 07:30:00,Personal,350
B018881,2026-02-24 08:30:00,Price,300
B018894,2026-01-07 23:30:00,Personal,300
B018895,2026-08-25 04:30:00,Venue Issue,630
B018898,2026-02-25 19:00:00,Personal,1750
B018899,2026-03-03 11:00:00,Price,1610
B018900,2026-03-21 22:30:00,Venue Issue,1067
B018902,2026-08-01 14:00:00,Weather,550
B018904,2026-01-20 16:30:00,Personal,700
B018913,2026-04-21 16:00:00,Personal,1850
B018918,2026-02-06 22:30:00,Price,650
B018919,2026-02-01 09:30:00,Personal,750
B018927,2026-02-22 12:30:00,Personal,2250
B018928,2026-02-18 21:00:00,Weather,1334
B018946,2026-05-12 22:00:00,Other,1450
B018947,2026-07-24 01:00:00,Weather,700
B018956,2026-02-12 10:00:00,Other,1116
B018996,2026-03-17 12:30:00,Other,400
B019008,2026-01-21 06:00:00,Weather,650
B019032,2026-05-20 19:30:00,Other,600
B019056,2026-03-27 17:30:00,Personal,600
B019057,2026-05-21 01:30:00,Personal,650
B019068,2026-03-13 17:00:00,Price,650
B019097,2026-07-27 18:30:00,Personal,750
B019116,2026-02-19 23:00:00,Price,650
B019126,2026-05-14 14:30:00,Weather,1200
B019154,2026-07-18 17:00:00,Venue Issue,300
B019169,2026-03-09 21:00:00,Price,500
B019174,2026-07-10 23:30:00,Personal,1800
B019197,2026-05-31 16:00:00,Venue Issue,300
B019204,2026-03-09 08:00:00,Other,1450
B019207,2026-05-10 06:00:00,Other,1450
B019209,2026-02-17 23:30:00,Price,350
B019230,2026-01-30 10:00:00,Price,1600
B019273,2026-08-20 03:00:00,Weather,850
B019274,2026-02-10 22:30:00,Weather,950
B019278,2026-07-25 14:00:00,Personal,400
B019333,2026-06-25 20:00:00,Weather,700
B019334,2026-03-05 11:00:00,Price,4000
B019377,2026-07-08 06:30:00,Weather,644
B019415,2026-08-25 04:30:00,Price,650
B019425,2026-03-14 03:30:00,Weather,650
B019426,2026-06-28 06:00:00,Personal,700
B019428,2026-02-21 15:30:00,Price,1988
B019434,2026-05-30 22:30:00,Weather,400
B019437,2026-04-10 07:00:00,Price,690
B019439,2026-01-20 23:00:00,Price,3000
B019445,2026-02-16 11:00:00,Personal,2000
B019447,2026-05-05 04:30:00,Personal,1164
B019487,2026-04-17 07:30:00,Personal,750
B019510,2026-08-17 01:00:00,Price,650
B019511,2026-04-22 07:30:00,Personal,900
B019515,2026-08-22 11:00:00,Weather,1455
B019534,2026-08-22 08:30:00,Price,700
B019535,2026-01-31 10:00:00,Personal,400
B019540,2026-08-03 02:00:00,Price,800
B019548,2026-05-11 06:00:00,Weather,650
B019552,2026-07-29 02:00:00,Personal,4074
B019573,2026-08-23 14:00:00,Venue Issue,1650
B019598,2026-06-13 23:30:00,Price,3500
B019604,2026-04-28 03:30:00,Price,1500
B019609,2026-02-15 19:30:00,Weather,1750
B019614,2026-07-25 07:30:00,Weather,1500
B019623,2026-03-16 21:00:00,Personal,2668
B019642,2026-04-16 12:00:00,Personal,1100
B019643,2026-06-22 10:30:00,Personal,600
B019672,2026-07-08 02:30:00,Personal,350
B019678,2026-05-14 04:00:00,Personal,850
B019689,2026-05-31 08:30:00,Weather,650
B019695,2026-02-28 19:00:00,Other,425
B019702,2026-06-08 03:30:00,Other,750
B019720,2026-06-30 07:00:00,Venue Issue,1500
B019724,2026-03-20 01:00:00,Personal,765
B019730,2026-04-05 18:00:00,Weather,2813
B019742,2026-03-24 04:00:00,Venue Issue,700
B019752,2026-02-13 01:00:00,Weather,450
B019772,2026-04-13 09:30:00,Personal,900
B019776,2026-07-20 10:30:00,Personal,300
B019785,2026-06-16 15:00:00,Weather,630
B019790,2026-06-22 08:00:00,Price,1500
B019795,2026-04-08 08:00:00,Personal,4000
B019797,2026-02-25 19:00:00,Weather,1850
B019810,2026-03-01 01:30:00,Venue Issue,690
B019827,2026-02-21 12:30:00,Weather,650
B019837,2026-07-09 00:00:00,Personal,2100
B019840,2026-04-20 17:00:00,Personal,650
B019847,2026-01-04 22:30:00,Weather,1450
B019861,2026-04-23 05:30:00,Price,630
B019877,2026-06-15 19:30:00,Price,468
B019885,2026-07-15 02:00:00,Price,1150
B019898,2026-04-29 19:00:00,Personal,1698
B019924,2026-07-24 15:00:00,Venue Issue,1000
B019926,2026-04-17 20:00:00,Personal,400
B019928,2026-03-31 04:00:00,Price,782
B019935,2026-06-04 21:00:00,Weather,650
B019961,2026-07-01 23:00:00,Venue Issue,750
B019980,2026-02-07 09:30:00,Personal,850
B019981,2026-08-21 10:30:00,Personal,1500
B020007,2026-07-29 12:00:00,Personal,700
B020008,2026-03-29 11:30:00,Personal,1472
B020085,2026-01-05 06:00:00,Price,485
B020106,2026-08-04 18:00:00,Personal,450
B020130,2026-08-17 12:00:00,Personal,400
B020147,2026-02-08 14:30:00,Weather,600
B020175,2026-05-09 07:30:00,Personal,850
B020194,2026-06-03 15:00:00,Weather,2000
B020196,2026-05-11 17:30:00,Personal,1300
B020212,2026-04-10 21:30:00,Personal,1150
B020215,2026-08-01 04:00:00,Personal,1450
B020226,2026-05-31 12:00:00,Personal,950
B020234,2026-01-15 14:30:00,Price,350
B020238,2026-05-29 22:30:00,Other,750
B020244,2026-02-12 03:00:00,Personal,1850
B020245,2026-06-15 11:30:00,Weather,2100
B020247,2026-04-27 08:30:00,Price,350
B020291,2026-08-17 21:30:00,Weather,1800
B020294,2026-07-17 13:00:00,Other,644
B020295,2026-08-15 19:30:00,Personal,1261
B020304,2026-03-04 06:00:00,Weather,1200
B020329,2026-03-17 13:30:00,Other,500
B020364,2026-06-25 01:30:00,Price,450
B020373,2026-03-26 21:00:00,Price,650
B020423,2026-04-15 07:00:00,Weather,1650
B020428,2026-03-28 04:30:00,Weather,552
B020436,2026-06-02 11:30:00,Other,350
B020439,2026-06-04 20:30:00,Personal,650
B020465,2026-02-24 14:30:00,Other,1000
B020473,2026-07-06 15:30:00,Other,2900
B020497,2026-04-20 05:00:00,Price,600
B020511,2026-01-28 18:00:00,Weather,450
B020553,2026-02-24 03:30:00,Weather,1200
B020555,2026-03-27 08:00:00,Weather,550
B020560,2026-08-17 19:00:00,Personal,1500
B020583,2026-03-25 09:30:00,Personal,630
B020604,2026-07-29 00:30:00,Weather,2100
B020611,2026-05-19 01:30:00,Price,700
B020615,2026-04-05 12:30:00,Personal,1700
B020633,2026-07-30 12:00:00,Venue Issue,506
B020657,2026-06-26 19:00:00,Venue Issue,1200
B020659,2026-03-02 09:30:00,Other,650
B020660,2026-06-13 08:00:00,Price,3600
B020666,2026-02-13 16:00:00,Personal,450
B020671,2026-05-14 10:30:00,Venue Issue,1164
B020683,2026-07-01 09:00:00,Personal,650
B020685,2026-04-11 04:30:00,Weather,2100
B020696,2026-03-04 11:30:00,Weather,650
B020705,2026-01-01 02:30:00,Personal,1500
B020711,2026-04-25 21:00:00,Weather,690
B020715,2026-07-23 19:00:00,Venue Issue,600
B020756,2026-01-07 23:00:00,Venue Issue,650
B020758,2026-05-04 07:30:00,Price,874
B020768,2026-01-25 23:30:00,Personal,750
B020770,2026-08-10 08:00:00,Weather,1000
B020779,2026-07-03 02:00:00,Venue Issue,2070
B020789,2026-01-15 07:30:00,Weather,650
B020804,2026-02-17 17:30:00,Weather,550
B020809,2026-05-02 06:00:00,Weather,1750
B020836,2026-06-15 16:00:00,Personal,598
B020838,2026-01-30 03:30:00,Personal,1200
B020855,2026-01-29 22:00:00,Price,1164
B020884,2026-03-10 15:30:00,Weather,1450
B020886,2026-03-06 21:30:00,Price,1455
B020890,2026-05-09 20:30:00,Venue Issue,700
B020891,2026-02-05 05:30:00,Weather,1100
B020900,2026-08-21 03:30:00,Venue Issue,1518
B020902,2026-08-24 16:00:00,Price,350
B020907,2026-07-14 01:30:00,Personal,400
B020916,2026-04-10 23:30:00,Personal,500
B020921,2026-04-21 22:30:00,Weather,350
B020927,2026-08-18 06:30:00,Other,650
B020938,2026-07-09 02:00:00,Personal,950
B020939,2026-05-30 14:00:00,Weather,750
B020945,2026-07-23 10:00:00,Personal,828
B020949,2026-01-04 04:30:00,Other,1300
B020950,2026-07-28 22:00:00,Personal,650
B020953,2026-02-26 11:00:00,Personal,650
B020972,2026-06-12 07:00:00,Weather,1200
B020985,2026-05-02 15:00:00,Other,650
B020987,2026-03-26 17:30:00,Weather,550
B020992,2026-08-20 18:30:00,Personal,600
B020993,2026-02-04 12:00:00,Weather,582
B021006,2026-05-12 03:00:00,Weather,1500
B021020,2026-02-22 11:00:00,Personal,1200
B021040,2026-08-05 06:30:00,Venue Issue,679
B021085,2026-04-24 19:00:00,Personal,450
B021088,2026-03-26 15:30:00,Price,1450
B021090,2026-02-21 00:00:00,Other,630
B021100,2026-04-27 09:00:00,Weather,550
B021113,2026-04-04 04:00:00,Price,1500
B021116,2026-06-04 10:30:00,Price,630
B021130,2026-08-25 05:30:00,Weather,300
B021132,2026-03-09 04:00:00,Venue Issue,1746
B021135,2026-01-22 05:00:00,Price,388
B021141,2026-02-27 11:00:00,Venue Issue,400
B021150,2026-08-30 03:30:00,Personal,650
B021163,2026-04-26 08:00:00,Price,1500
B021164,2026-03-02 22:30:00,Personal,1406
B021165,2026-03-29 10:00:00,Personal,400
B021168,2026-06-18 19:00:00,Weather,600
B021169,2026-06-22 15:30:00,Personal,1100
B021171,2026-05-29 06:30:00,Price,600
B021185,2026-01-05 16:30:00,Personal,1988
B021223,2026-07-09 19:30:00,Personal,1200
B021227,2026-05-22 23:00:00,Venue Issue,1850
B021231,2026-04-08 05:30:00,Weather,2400
B021244,2026-04-06 22:00:00,Personal,1750
B021248,2026-03-06 14:00:00,Personal,400
B021257,2026-08-25 08:00:00,Personal,400
B021263,2026-05-19 13:00:00,Personal,873
B021271,2026-05-08 12:00:00,Price,1500
B021272,2026-04-12 00:30:00,Venue Issue,485
